publisher,genres,game,title,release_date,price,id,developer
Alpha72 Games,"['Action', 'Racing']",Chromadrome 2,Chromadrome 2,2007,2.99,378350,Alpha72 Games
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Female #1 + Starter Pack for Arcane (pre)Raise,Female #1 + Starter Pack for Arcane (pre)Raise,2017,3.99,609791,Arcane Raise
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Female #2 + Starter Pack for Arcane (pre)Raise,Female #2 + Starter Pack for Arcane (pre)Raise,2017,3.99,609792,Arcane Raise
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Female #3 + Starter Pack for Arcane (pre)Raise,Female #3 + Starter Pack for Arcane (pre)Raise,2017,3.99,609793,Arcane Raise
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Male #2 + Starter Pack for Arcane (pre)Raise,Male #2 + Starter Pack for Arcane (pre)Raise,2017,3.99,609795,Arcane Raise
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",- Arcane preRaise -,- Arcane preRaise -,2017,2.99,603780,Arcane Raise
Square Enix,"['Action', 'RPG']",NieR:Automata™ - 3C3C1D119440927,NieR:Automata™ - 3C3C1D119440927,2017,13.99,580600,Square Enix
,"['Action', 'Adventure', 'Indie']",TumbleSeed - Original Soundtrack,TumbleSeed - Original Soundtrack,2017,6.99,630290,"Benedict Fritz,Greg Wohlwend,Joel Corelitz,David Laskey,Jenna Blazevich"
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Male #1 + Starter Pack for Arcane (pre)Raise,Male #1 + Starter Pack for Arcane (pre)Raise,2017,3.99,609794,Arcane Raise
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Starter Pack for Arcane (pre)Raise,Starter Pack for Arcane (pre)Raise,2017,0.99,609790,Arcane Raise
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Mix Tape Song Pack,Rocksmith® 2014 Edition – Remastered – Mix Tape Song Pack,2017,11.99,590205,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – David Bowie - “Moonage Daydream”,Rocksmith® 2014 Edition – Remastered – David Bowie - “Moonage Daydream”,2017,2.99,590206,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Marvin Gaye & Tammi Terrell - “Ain’t No Mountain High Enough”,Rocksmith® 2014 Edition – Remastered – Marvin Gaye &amp; Tammi Terrell - “Ain’t No Mountain High Enough”,2017,2.99,590207,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Redbone - “Come and Get Your Love”,Rocksmith® 2014 Edition – Remastered – Redbone - “Come and Get Your Love”,2017,2.99,590208,Ubisoft - San Francisco
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Male #3 + Starter Pack for Arcane (pre)Raise,Male #3 + Starter Pack for Arcane (pre)Raise,2017,3.99,609796,Arcane Raise
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Blue Swede - “Hooked on a Feeling”,Rocksmith® 2014 Edition – Remastered – Blue Swede - “Hooked on a Feeling”,2017,2.99,590209,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Raspberries - “Go All the Way”,Rocksmith® 2014 Edition – Remastered – Raspberries - “Go All the Way”,2017,2.99,590210,Ubisoft - San Francisco
Activision,"['Action', 'Adventure']",Call of Duty®: Infinite Warfare - Ozzy Man Reviews VO Pack,Call of Duty®: Infinite Warfare - Ozzy Man Reviews VO Pack,2017,3.99,593272,Infinity Ward
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Core Rules Pack (PFRPG),Fantasy Grounds - Pathfinder RPG - Core Rules Pack (PFRPG),2017,49.99,597310,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Bestiary 1 Pack (PFRPG),Fantasy Grounds - Pathfinder RPG - Bestiary 1 Pack (PFRPG),2017,39.99,597420,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Rise of the Runelords Adventure Path Anniversary Edition (PFRPG),Fantasy Grounds - Pathfinder RPG - Rise of the Runelords Adventure Path Anniversary Edition (PFRPG),2017,59.99,627030,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Kingmaker AP 1: Stolen Land (PFRPG),Fantasy Grounds - Pathfinder RPG - Kingmaker AP 1: Stolen Land (PFRPG),2017,19.99,597600,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Kingmaker AP 2: Rivers Run Red (PFRPG),Fantasy Grounds - Pathfinder RPG - Kingmaker AP 2: Rivers Run Red (PFRPG),2017,19.99,597610,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Kingmaker AP 3: The Varnhold Vanishing (PFRPG),Fantasy Grounds - Pathfinder RPG - Kingmaker AP 3: The Varnhold Vanishing (PFRPG),2017,19.99,612580,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Advanced Player's Guide (PFRPG),Fantasy Grounds - Pathfinder RPG - Advanced Player's Guide (PFRPG),2017,44.99,607480,"SmiteWorks USA, LLC"
Fastbird Dev Studio,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",Gluon,Gluon,2017,3.99,593980,Fastbird Dev Studio
White Giant RPG Studios,"['Indie', 'RPG']",Last Dream: World Unknown,Last Dream: World Unknown,2017,9.99,448170,White Giant RPG Studios
Throwback Entertainment Inc.,['Racing'],Extreme-G 2,Extreme-G 2,1998,7.99,582260,Acclaim Cheltenham
"Shanghai JingCai Computer Software Development Co., Ltd","['Adventure', 'RPG', 'Simulation', 'Strategy']",Metal Waltz: Anime tank girls,Metal Waltz: Anime tank girls,2017,0,581130,"Shanghai JingCai Computer Software Development Co., Ltd"
,,Dana Gould: I Know It's Wrong,Dana Gould: I Know It's Wrong,2017,4.99,625790,
,,Totally Bill Hicks,Totally Bill Hicks,1994,2.99,625510,
,,Chad Daniels: As Is,Chad Daniels: As Is,2017,3.99,623870,
,,Greg Fitzsimmons: Life on Stage,Greg Fitzsimmons: Life on Stage,2013,3.99,625970,
Three Brothers Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Tower in the Sky : Tactics Edition,Tower in the Sky : Tactics Edition,2017,9.99,546800,Three Brothers Games
Tuttifrutti Interactive,"['Adventure', 'Casual', 'Indie']",Darkarta: A Broken Heart's Quest CE - Music Pack,Darkarta: A Broken Heart's Quest CE - Music Pack,2017,9.99,629310,Tuttifrutti Interactive
AGM PLAYISM,"['Action', 'Indie', 'Simulation']",Vertical Strike Endless Challenge,Vertical Strike Endless Challenge,2017,4.99,313390,Project ICKX
"Carbomb Software, Nova Dimension","['Action', 'Adventure', 'Indie', 'RPG']",Westboro,Westboro,2017,17.99,416060,Carbomb Software
Dovetail Games,['Simulation'],TS Marketplace: Ootz 42 Wagon Pack Add-On,TS Marketplace: Ootz 42 Wagon Pack Add-On,2017,4.99,513102,virtualRailroads
,"['Action', 'RPG']",Westboro Soundtrack,Westboro Soundtrack,2017,1.99,580120,Carbomb Software
Dovetail Games,['Simulation'],TS Marketplace: Fads 177 Wagon Pack Add-On,TS Marketplace: Fads 177 Wagon Pack Add-On,2017,4.99,513099,virtualRailroads
Dovetail Games,['Simulation'],TS Marketplace: Tagnoos 898 Wagon Pack Add-On,TS Marketplace: Tagnoos 898 Wagon Pack Add-On,2017,4.99,513104,virtualRailroads
Reine Works,"['Adventure', 'Casual', 'Indie']",Blossoms Bloom Brightest,Blossoms Bloom Brightest,2017,10.96,437720,Reine Works
Reine Works,['Indie'],Blossoms Bloom Brightest - Guide Book,Blossoms Bloom Brightest - Guide Book,2017,1.99,446650,Reine Works
Reine Works,"['Adventure', 'Casual', 'Indie']",Blossoms Bloom Brightest - Sara Daki,Blossoms Bloom Brightest - Sara Daki,2017,2.99,624282,Reine Works
Big Way,"['Action', 'Adventure', 'Indie']",One Dog Story,One Dog Story,2017,9.99,588110,Big Way Games
Big Way,"['Action', 'Adventure', 'Indie']",One Dog Story - The Complete Soundtrack,One Dog Story - The Complete Soundtrack,2017,3.99,620260,Big Way Games
Reine Works,"['Adventure', 'Casual', 'Indie']",Blossoms Bloom Brightest - Erica Daki,Blossoms Bloom Brightest - Erica Daki,2017,2.99,624280,Reine Works
Reine Works,"['Adventure', 'Casual', 'Indie']",Blossoms Bloom Brightest - Kotoha Daki,Blossoms Bloom Brightest - Kotoha Daki,2017,2.99,624281,Reine Works
ThinkFast Studio,"['Casual', 'Indie']",Cublast HD,Cublast HD,2017,9.99,580590,ThinkFast Studio
Dovetail Games - Flight,['Simulation'],FSX Steam Edition: Night Environment: Germany Add-On,FSX Steam Edition: Night Environment: Germany Add-On,2017,18.99,602815,Chris Bell - Creative Design Studios
Choice of Games,"['Adventure', 'Indie', 'RPG']",A Midsummer Night's Choice - Commentary Track,A Midsummer Night's Choice - Commentary Track,2017,0.99,622690,Choice of Games
"Strength in Numbers Studios, Inc","['Action', 'Casual', 'Indie', 'Sports']",Extra Life Backpack,Extra Life Backpack,2017,4.99,630300,"Strength in Numbers Studios, Inc"
@unepic_fran,"['Action', 'Adventure', 'Casual', 'Indie']",Mini Ghost,Mini Ghost,2017,1.99,586880,@unepic_fran
KISS ltd,"['Adventure', 'Indie', 'Strategy']",Gold Rush! 2,Gold Rush! 2,2017,14.99,609100,Sunlight Games
Big Fish Games,"['Adventure', 'Casual']",Shadow Wolf Mysteries: Curse of the Full Moon Collector's Edition,Shadow Wolf Mysteries: Curse of the Full Moon Collector's Edition,2017,9.99,626840,ERS G studios
Phat Phrog Studios,"['Action', 'Casual', 'Indie']",Creature Clicker - Starter Pack,Creature Clicker - Starter Pack,2017,0.99,631330,ColloseusX
Phat Phrog Studios,"['Action', 'Casual', 'Indie']",Creature Clicker - Supporter Pack,Creature Clicker - Supporter Pack,2017,1.99,631331,ColloseusX
Phat Phrog Studios,"['Action', 'Casual', 'Indie']",Creature Clicker - Deluxe Pack,Creature Clicker - Deluxe Pack,2017,2.99,631332,ColloseusX
Phat Phrog Studios,"['Action', 'Casual', 'Indie', 'Early Access']","Creature Clicker - Capture, Train, Ascend!","Creature Clicker - Capture, Train, Ascend!",2017,1.99,529240,ColloseusX
Post Mortem Pixels,"['Action', 'Indie', 'Strategy']",NEXT JUMP: Shmup Tactics,NEXT JUMP: Shmup Tactics,2017,4.99,624690,Post Mortem Pixels
Sekai Project,"['Action', 'Adventure', 'Casual']",The Eden of Grisaia,The Eden of Grisaia,2017,29.99,345630,Frontwing
MangaGamer,['Adventure'],Higurashi When They Cry Hou - Ch. 5 Meakashi,Higurashi When They Cry Hou - Ch. 5 Meakashi,2017,7.99,577480,07th Expansion
AL-GAME,"['Action', 'Indie']",Project of the Developer,Project of the Developer,2017,1.99,601340,AL-GAME
Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Vagrant Hearts Zero,Vagrant Hearts Zero,2017,2.99,615680,Warfare Studios
Arcane Architect,"['Design &amp; Illustration', 'Early Access']",Arcane Mapper,Arcane Mapper,2017,9.99,598180,Arcane Architect
CloudWeight Studios,"['Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Early Access']",Jidousha Shakai,Jidousha Shakai,2017,19.99,611800,CloudWeight Studios
SimonCreative,"['Adventure', 'Indie']",Dong-Jin Rice-hime（東津萌米）,Dong-Jin Rice-hime（東津萌米）,2017,19.99,617660,"Storia,Narrator,SimonCreative"
BAD team,"['Adventure', 'Indie']",Neighboring Islands,Neighboring Islands,2017,4.99,588710,BAD team
rupiwood,"['Adventure', 'Casual', 'Indie']",Olav: the story of one boy,Olav: the story of one boy,2017,2.99,564990,rupiwood
BAD team,"['Adventure', 'Indie']",Neighboring Islands - soundtrack,Neighboring Islands - soundtrack,2017,0.99,615210,BAD team
RuVe Game Studio,"['Action', 'Adventure', 'Indie']",MinosMaze - The Minotaur's Labyrinth,MinosMaze - The Minotaur's Labyrinth,2017,4.99,521100,RuVe Game Studio
,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - In the Name of Odin,Tabletop Simulator - In the Name of Odin,2017,7.99,468720,Berserk Games
StrangeLight Games,['Indie'],Super Red-Hot Hero,Super Red-Hot Hero,2016,,485130,StrangeLight Games
WRGenesis,"['Action', 'Indie', 'Massively Multiplayer']",Killer Elite – Time to Die,Killer Elite – Time to Die,2017,0.99,589430,Wioleta Moniuszko
,"['Casual', 'Indie', 'Strategy']",Warpaint - Original Soundtrack [OST],Warpaint - Original Soundtrack [OST],2017,4.99,631310,Adam Thompson
Forever Entertainment S. A.,"['Action', 'Casual', 'Indie']",Crazy Veggies,Crazy Veggies,2017,1.99,621050,SOCO Games
Mango Protocol,"['Adventure', 'Indie']",Agatha Knife - Original Soundtrack,Agatha Knife - Original Soundtrack,2017,2.99,622400,Mango Protocol
Logic Artists,"['Indie', 'RPG', 'Strategy']",Expeditions: Viking,Expeditions: Viking,2017,29.99,445190,Logic Artists
,"['Indie', 'RPG', 'Strategy']",Expeditions: Viking - Blood-Ice,Expeditions: Viking - Blood-Ice,2017,0,593370,Logic Artists
Jason Chalky,"['Action', 'Adventure', 'Casual', 'Indie']",Swingin Swiggins - SoundTrack,Swingin Swiggins - SoundTrack,2017,0.99,629920,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis"
Artifex Mundi,"['Adventure', 'Casual']",Queen's Quest 3: The End of Dawn,Queen's Quest 3: The End of Dawn,2017,9.99,589690,Brave Giant LTD
,"['Indie', 'RPG', 'Strategy']",Expeditions: Viking - Soundtrack and Art Book,Expeditions: Viking - Soundtrack and Art Book,2017,9.99,592820,Logic Artists
Vladimir Maslov,"['Casual', 'Indie']",Древняя Русь,Древняя Русь,2017,1.99,562210,Vladimir Maslov
,"['Casual', 'Indie']",Древняя Русь. Золотое издание,Древняя Русь. Золотое издание,2017,3.99,625610,Vladimir Maslov
PolyDigital,"['Indie', 'Sports']",Bunny Hop League,Bunny Hop League,2017,5.99,429780,PolyDigital
THQ Nordic,"['Action', 'Adventure', 'Casual', 'Indie']",de Blob,de Blob,2017,19.99,532320,"Blue Tongue Entertainment,Blitworks"
,"['Action', 'Indie', 'Strategy']",Ix the Interloper - Awesomenauts Character,Ix the Interloper - Awesomenauts Character,2017,5.99,561556,Ronimo Games
,"['Action', 'Indie', 'Strategy']",Gnaw - Awesomenauts Character,Gnaw - Awesomenauts Character,2017,3.99,561538,Ronimo Games
,"['Action', 'Indie', 'Strategy']",Jimmy and the LUX5000 - Awesomenauts Character,Jimmy and the LUX5000 - Awesomenauts Character,2017,5.99,561546,Ronimo Games
,"['Action', 'Indie', 'Strategy']",Ksenia - Awesomenauts Awesomenauts,Ksenia - Awesomenauts Awesomenauts,2017,4.99,561553,Ronimo Games
,"['Action', 'Indie', 'Strategy']",Leon Chameleon - Awesomenauts Character,Leon Chameleon - Awesomenauts Character,2017,2.99,561533,Ronimo Games
,"['Action', 'Indie', 'Strategy']",Max Focus - Awesomenauts Character,Max Focus - Awesomenauts Character,2017,4.99,561559,Ronimo Games
,"['Action', 'Indie', 'Strategy']",Ted McPain - Awesomenauts Character,Ted McPain - Awesomenauts Character,2017,4.99,561549,Ronimo Games
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Royal Blood - “Figure It Out”,Rocksmith® 2014 Edition – Remastered – Royal Blood - “Figure It Out”,2017,2.99,590202,Ubisoft - San Francisco
,"['Action', 'Indie', 'Strategy']",Penny Fox - Awesomenauts Character,Penny Fox - Awesomenauts Character,2017,5.99,561542,Ronimo Games
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Royal Blood - “Little Monster”,Rocksmith® 2014 Edition – Remastered – Royal Blood - “Little Monster”,2017,2.99,590203,Ubisoft - San Francisco
,"['Action', 'Indie', 'Strategy']",Nibbs - Awesomenauts Character,Nibbs - Awesomenauts Character,2017,4.99,561551,Ronimo Games
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Royal Blood - “Out of the Black”,Rocksmith® 2014 Edition – Remastered – Royal Blood - “Out of the Black”,2017,2.99,590204,Ubisoft - San Francisco
,"['Action', 'Indie']",Immortal Redneck - Original Soundtrack,Immortal Redneck - Original Soundtrack,2017,4.99,619710,Crema
,"['Action', 'Indie']",Immortal Redneck - Digital Artbook,Immortal Redneck - Digital Artbook,2017,3.99,619711,Crema
Crema,"['Action', 'Indie']",Immortal Redneck,Immortal Redneck,2017,19.95,595140,Crema
,"['Action', 'Indie']",Don't Get Hit In The Face - Sountrack,Don't Get Hit In The Face - Sountrack,2017,3.99,628600,"DracoSoftware, LLC"
,,La La Land,La La Land,2017,4.99,607070,
Armor Games Studios,"['Adventure', 'Casual', 'Indie']",Pinstripe,Pinstripe,2017,14.99,331480,Thomas Brush
Annapurna Interactive,"['Adventure', 'Indie']",What Remains of Edith Finch,What Remains of Edith Finch,2017,19.99,501300,Giant Sparrow
,"['Adventure', 'Casual', 'Indie']",Pinstripe Original Soundtrack,Pinstripe Original Soundtrack,2017,4.99,332740,Thomas Brush
CI Games,['Action'],Sniper Ghost Warrior 3 - Season Pass,Sniper Ghost Warrior 3 - Season Pass,2017,19.99,575310,CI Games
Gameforge 4D GmbH,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",S.K.I.L.L. - Special Force 2 - Sniper Pack,S.K.I.L.L. - Special Force 2 - Sniper Pack,2017,19.99,624940,"Dragonfly GF Co., LTD"
Lightbulb Crew,"['Action', 'Free to Play', 'Strategy']","Games of Glory - ""Masters of the Arena 2017""","Games of Glory - ""Masters of the Arena 2017""",2017,79.99,592423,Lightbulb Crew
Lightbulb Crew,"['Action', 'Free to Play', 'Strategy']","Games of Glory - ""Gladiators Pack""","Games of Glory - ""Gladiators Pack""",2017,24.99,592422,Lightbulb Crew
Lightbulb Crew,"['Action', 'Free to Play', 'Strategy']",Games of Glory,Games of Glory,2017,0,342150,Lightbulb Crew
Sacada,"['Casual', 'Strategy']",LOGistICAL - New Zealand,LOGistICAL - New Zealand,2017,1.99,621560,Sacada
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (CF),FreeStyleFootball - Card Pack (CF),2017,9.99,625871,Joycity
Lightbulb Crew,"['Action', 'Free to Play', 'Strategy']","Games of Glory - ""Guardians Pack""","Games of Glory - ""Guardians Pack""",2017,9.99,592421,Lightbulb Crew
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (CMF),FreeStyleFootball - Card Pack (CMF),2017,9.99,625874,Joycity
Rimlight Studios,"['Action', 'Indie']",ZHEROS - The forgotten land,ZHEROS - The forgotten land,2017,4.99,628280,Rimlight Studios
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (LIB),FreeStyleFootball - Card Pack (LIB),2017,9.99,625879,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (DMF),FreeStyleFootball - Card Pack (DMF),2017,9.99,625876,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (SMF),FreeStyleFootball - Card Pack (SMF),2017,9.99,625877,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (SS),FreeStyleFootball - Card Pack (SS),2017,9.99,625873,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (ST),FreeStyleFootball - Card Pack (ST),2017,9.99,625870,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (SW),FreeStyleFootball - Card Pack (SW),2017,9.99,625880,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (WF),FreeStyleFootball - Card Pack (WF),2017,9.99,625872,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (WB),FreeStyleFootball - Card Pack (WB),2017,9.99,625881,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Dirk Package,FreeStyleFootball - Dirk Package,2017,29.99,625852,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Ginger Package,FreeStyleFootball - Ginger Package,2017,39.99,625851,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Rachel Package,FreeStyleFootball - Rachel Package,2017,29.99,625850,Joycity
,"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Nicky Package,FreeStyleFootball - Nicky Package,2017,39.99,625853,Joycity
"Jonas De Carvalho Felinto, Marcelo Eduardo Cabral","['Action', 'Adventure', 'Casual', 'Indie']",Bonny's Adventure,Bonny's Adventure,2017,3.99,620310,"Jonas De Carvalho Felinto,Marcelo Eduardo Cabral"
The Cursed Revolver,"['Action', 'Indie', 'Early Access']",The Cursed Revolver,The Cursed Revolver,2017,2.99,620670,The Cursed Revolver
"H2 Interactive Co., Ltd.",['Action'],BlazBlue Centralfiction,BlazBlue Centralfiction,2017,39.99,586140,Arc System Works
Dovetail Games - Trains,['Simulation'],Train Simulator: Clear Creek Old Timer Rolling Stock Pack Add-On,Train Simulator: Clear Creek Old Timer Rolling Stock Pack Add-On,2017,19.99,448195,Milepost Simulations
Tall Story Studios,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Spiritlands,Spiritlands,2017,5.99,618270,Tall Story Studios
None,"['Action', 'Adventure', 'Indie', 'RPG']",Ruin of the Reckless,Ruin of the Reckless,2017,9.99,516430,Faux-Operative Games
IMGN.PRO,"['Adventure', 'Indie', 'Simulation']",The Last Journey,The Last Journey,2017,0,537540,Sleepless Clinic
United Soft Media,['Strategy'],Catan Universe,Catan Universe,2017,0,544730,Exozet
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Hellfrost: Siege of Watch Gap Fort (Savage Worlds),Fantasy Grounds - Hellfrost: Siege of Watch Gap Fort (Savage Worlds),2017,4.99,629500,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Hellfrost: Against the Elements (Savage Worlds),Fantasy Grounds - Hellfrost: Against the Elements (Savage Worlds),2017,4.99,609460,"SmiteWorks USA, LLC"
Arcade Coin,"['Action', 'Adventure', 'Indie', 'Early Access']",Get To The Orange Door,Get To The Orange Door,2017,9.99,541200,Andrew Smith
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - ETU: Horror for the Holidays (Savage Worlds),Fantasy Grounds - ETU: Horror for the Holidays (Savage Worlds),2017,4.99,609480,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: Saddle Sore (Savage Worlds),Fantasy Grounds - Deadlands Reloaded: Saddle Sore (Savage Worlds),2017,4.99,620270,"SmiteWorks USA, LLC"
Nikita Kaf,['Indie'],My Name is You - OST,My Name is You - OST,2017,0,626900,Nikita Kaf
KoheiGallery,['Indie'],Moe Mekuri SP - 萌めくりSP -,Moe Mekuri SP - 萌めくりSP -,2017,4.99,623670,KoheiGallery
Amaterasu Software,"['Action', 'Adventure', 'Casual', 'Indie']",Tomb Joe,Tomb Joe,2017,0.99,575860,Amaterasu Software
KFriske Studios,"['Action', 'Indie']",Rhythm Rush!,Rhythm Rush!,2017,0.99,614030,KFriske Studios
Indovers Studio,"['Indie', 'Simulation']",Hack_me 2 - Wallpapers,Hack_me 2 - Wallpapers,2017,0,608590,EasyWays Team
PlayWay S.A.,"['Racing', 'Simulation']",Car Mechanic Simulator 2015 - Car Stripping,Car Mechanic Simulator 2015 - Car Stripping,2017,0.99,623150,Red Dot Games
CI Games,['Action'],Sniper Ghost Warrior 3,Sniper Ghost Warrior 3,2017,49.99,368070,CI Games
Tonguç Bodur,"['Adventure', 'Casual', 'Indie']",Nephise Begins,Nephise Begins,2017,1.99,628950,Tonguç Bodur
Colossal Wreck,"['Casual', 'Indie', 'Simulation', 'Strategy']",Candy Machine,Candy Machine,2017,8.99,581980,Colossal Wreck
,['Adventure'],PSYCHO-PASS: Mandatory Happiness - Digital Art Book,PSYCHO-PASS: Mandatory Happiness - Digital Art Book,2017,4.99,587510,"MAGES. Inc.,5pb."
"NIS America, Inc.",['Adventure'],PSYCHO-PASS: Mandatory Happiness,PSYCHO-PASS: Mandatory Happiness,2017,39.99,522880,"MAGES. Inc.,5pb."
Big Fish Games,"['Adventure', 'Casual']",League of Light: Wicked Harvest Collector's Edition,League of Light: Wicked Harvest Collector's Edition,2017,9.99,623470,Mariaglorum
,"['Indie', 'RPG', 'Strategy']",We Slay Monsters - Original Sound Track,We Slay Monsters - Original Sound Track,2017,2.99,628930,Furiously Inactive Games
Clickteam,"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",Mac Exporter,Mac Exporter,2017,49.99,574330,Clickteam
,"['Adventure', 'Indie']",弗拉梅尔的奇迹 OST,弗拉梅尔的奇迹 OST,2017,3.99,621040,Weixi Studio
Class-X Games,"['Casual', 'Indie', 'Strategy']",Cuit,Cuit,2017,2.99,614890,Class-X Games
Activision,['Action'],Call of Duty®: MWR Variety Map Pack,Call of Duty®: MWR Variety Map Pack,2017,14.99,594970,"Raven Software,Beenox"
,"['Adventure', 'Casual', 'Indie']",Skins dos Youtubers Brasil,Skins dos Youtubers Brasil,2017,3.99,554260,"Dumativa Creative Studio,Castro Brothers"
,"['Casual', 'Indie']",Wordlase - Soundtrack,Wordlase - Soundtrack,2017,0.99,615140,DeXP
,"['Casual', 'Indie', 'Strategy']",CUIT - Official Soundtrack,CUIT - Official Soundtrack,2017,0.99,617380,Class-X Games
Back To Basics Gaming,"['Action', 'Casual', 'Indie', 'Simulation']",FEMINAZI: Mother Russia DLC,FEMINAZI: Mother Russia DLC,2017,0,625660,"hyperboreanGames,Svarog Studios"
NCH Software,"['Animation &amp; Modeling', 'Design &amp; Illustration']",DreamPlan,DreamPlan,2017,39.99,617560,NCH Software
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",Onyx,Onyx,2017,6.99,370620,Valkyria Games
Crepe Studios,"['Casual', 'Indie']",Perso,Perso,2017,4.99,543940,Crepe Studios
,"['Action', 'Strategy']",Forts - Soundtrack,Forts - Soundtrack,2017,6.99,627370,EarthWork Games
Degica,"['Adventure', 'Casual', 'Indie']",Scar of the Doll,Scar of the Doll,2017,9.99,564700,Child-Dream
DXF Games,"['Adventure', 'Indie']",Weebish Mines,Weebish Mines,2017,2.99,612140,DXF Games
Cornutopia Software,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Flatspace IIk,Flatspace IIk,2017,14.99,585430,Cornutopia Software
"GameTrust Games, Ready At Dawn",['Action'],Deformers,Deformers,2017,29.99,491770,Ready At Dawn
Aerosoft GmbH,['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Frankfurt-Egelsbach,X-Plane 11 - Add-on: Aerosoft - Airport Frankfurt-Egelsbach,2017,15.99,614003,"Aerosoft GmbH,Stairport Sceneries"
